user,churn,age,housing,purchases_partners,cc_application_begin,app_downloaded,web_user,android_user,payment_type,zodiac_sign,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred
58503,1,25.0,na,39,10,1,1,0,na,Sagittarius,1,0,0.4,1
47381,0,40.0,R,43,7,1,1,0,Bi-Weekly,Sagittarius,0,0,1.0,1
25925,0,36.0,O,0,0,1,0,1,Bi-Weekly,Pisces,0,0,1.63,0
49738,1,28.0,na,9,0,1,0,1,Bi-Weekly,Pisces,0,0,0.1699999999999999,0
58619,1,22.0,na,4,0,1,0,1,Bi-Weekly,Leo,0,0,0.0,0
35547,0,28.0,R,37,8,1,1,0,Bi-Weekly,Leo,0,0,0.5700000000000001,0
67369,1,36.0,na,0,0,1,0,1,Bi-Weekly,Sagittarius,0,0,0.0,0
37832,0,25.0,na,16,2,1,0,0,na,Aries,0,0,0.03,1
46744,1,24.0,na,0,8,1,0,1,Weekly,Gemini,0,0,0.6,0
12436,1,24.0,O,38,7,1,1,1,Weekly,Scorpio,0,0,0.73,1
60549,1,22.0,na,0,0,1,1,0,na,na,0,1,0.0,0
11866,0,26.0,na,9,0,1,1,1,Weekly,Taurus,0,0,0.27,0
32992,0,30.0,na,77,4,1,1,0,Weekly,Aries,0,0,1.63,1
16310,0,38.0,R,46,2,1,0,0,Bi-Weekly,Sagittarius,0,0,0.8800000000000002,1
24387,0,47.0,na,20,10,1,1,0,Bi-Weekly,Virgo,0,0,0.6900000000000001,1
30550,1,20.0,na,0,4,1,0,1,na,Aquarius,0,0,0.73,0
20759,1,33.0,R,6,5,1,1,0,Bi-Weekly,Virgo,0,0,0.6,0
29503,0,42.0,R,58,26,1,1,1,Bi-Weekly,Taurus,0,0,2.23,1
15406,0,39.0,R,28,11,1,1,1,Bi-Weekly,Scorpio,0,0,2.17,1
12260,1,50.0,na,0,3,1,0,0,Monthly,Taurus,0,0,1.1,0
36371,0,24.0,R,8,9,1,0,0,Semi-Monthly,Gemini,0,0,1.6,0
32597,1,22.0,na,0,0,1,0,1,Bi-Weekly,Gemini,0,0,0.0,0
21709,0,34.0,na,37,6,1,1,0,Bi-Weekly,Aquarius,0,0,1.37,0
2333,1,39.0,na,16,5,1,1,1,Bi-Weekly,Aries,0,0,0.5,0
28824,0,22.0,na,25,0,1,1,1,Monthly,Aquarius,0,0,0.67,0
69228,1,46.0,na,0,0,1,1,0,Bi-Weekly,Gemini,0,0,0.0,1
51366,0,22.0,R,68,13,1,1,1,Bi-Weekly,Sagittarius,0,0,1.33,1
41783,1,22.0,na,18,0,1,0,1,Weekly,Aries,0,0,0.1,1
2816,0,33.0,na,18,3,1,0,1,Bi-Weekly,Cancer,0,0,0.73,0
65862,1,27.0,O,1,0,1,1,1,Bi-Weekly,Cancer,0,0,1.0,0
39592,0,25.0,R,0,8,1,1,1,Bi-Weekly,Aries,0,0,2.07,1
53841,1,21.0,na,0,0,1,1,1,Bi-Weekly,Taurus,0,0,0.0,0
58491,0,30.0,na,9,7,1,1,0,Monthly,Libra,0,0,0.23,0
32924,0,27.0,R,88,5,1,1,0,Semi-Monthly,Pisces,1,0,1.77,0
35016,0,29.0,na,5,6,1,0,0,Bi-Weekly,Cancer,0,0,0.75,1
14126,0,32.0,R,66,15,1,0,1,Bi-Weekly,Sagittarius,1,0,1.7,0
22364,1,34.0,R,8,7,1,1,0,Weekly,Leo,0,0,1.87,0
7123,0,24.0,R,101,13,1,1,1,Semi-Monthly,Virgo,0,0,1.87,1
67896,0,19.0,na,0,0,1,0,0,Weekly,Sagittarius,0,0,0.0,0
26651,0,27.0,R,0,14,1,0,1,Semi-Monthly,Aries,0,0,2.23,0
55883,0,34.0,na,16,0,1,1,0,Bi-Weekly,Scorpio,0,0,0.8199999999999998,0
29322,0,28.0,O,8,4,1,1,1,Weekly,Leo,0,0,1.6,1
4700,1,38.0,na,2,3,1,0,0,Weekly,Virgo,0,0,0.0699999999999999,0
64400,0,43.0,R,0,0,0,1,0,na,Cancer,1,0,0.0,0
31501,0,23.0,na,6,0,1,1,1,Bi-Weekly,Libra,0,0,0.1,0
63879,1,28.0,na,0,0,0,1,0,Bi-Weekly,Gemini,1,0,0.0,0
61140,0,55.0,na,0,0,0,1,0,Bi-Weekly,Libra,0,0,0.0,0
33599,0,33.0,R,8,15,1,0,0,Bi-Weekly,Sagittarius,0,0,1.97,1
14745,1,48.0,R,0,6,1,1,1,Monthly,Capricorn,0,0,1.87,0
52714,1,31.0,na,1,1,1,0,0,Semi-Monthly,Taurus,0,0,0.4,0
68036,0,22.0,R,9,0,1,0,1,na,Virgo,0,0,0.5,0
8668,0,48.0,R,0,3,1,1,1,Monthly,Pisces,1,1,2.13,0
46429,1,42.0,R,0,4,1,1,0,Semi-Monthly,Sagittarius,0,0,0.87,0
69360,1,42.0,R,0,2,1,1,1,Bi-Weekly,Gemini,0,1,0.03,0
30805,1,24.0,na,0,4,1,1,1,Weekly,Gemini,0,0,1.03,0
35488,1,23.0,O,29,5,1,1,1,Bi-Weekly,Aquarius,1,0,0.43,1
51388,1,42.0,na,4,0,1,1,0,Bi-Weekly,Cancer,0,0,0.1,0
28686,0,25.0,na,17,1,1,1,1,Bi-Weekly,Gemini,1,0,0.5700000000000001,0
6001,1,33.0,R,26,27,1,1,1,Bi-Weekly,Leo,0,0,1.3,1
25926,0,41.0,R,8,4,1,0,0,Bi-Weekly,Aries,0,0,2.17,1
331,1,36.0,na,1,4,1,0,0,Bi-Weekly,Aries,0,0,2.0,0
58695,1,23.0,na,0,1,1,1,0,Weekly,Aries,0,0,0.6,0
40202,1,24.0,na,44,2,1,0,0,Weekly,Taurus,0,0,1.5,1
29968,1,21.0,na,0,1,1,0,1,na,Cancer,0,0,0.0,0
67841,0,37.0,na,0,0,0,1,0,Bi-Weekly,Aquarius,0,0,0.0,0
18543,0,28.0,R,99,6,1,0,1,na,Aries,0,0,2.13,1
16192,0,21.0,O,46,26,1,1,1,Weekly,Cancer,0,0,2.0,1
19294,0,28.0,O,0,4,1,1,1,Bi-Weekly,na,0,0,2.1,0
2092,0,52.0,R,38,4,1,1,0,Bi-Weekly,Pisces,0,0,2.17,0
10902,0,27.0,R,37,17,1,1,0,Bi-Weekly,Pisces,0,0,2.23,0
58409,0,31.0,na,38,4,1,0,1,Bi-Weekly,Aquarius,1,0,0.5700000000000001,1
47769,1,31.0,na,1,0,1,1,1,Bi-Weekly,Scorpio,0,0,0.4,0
20864,0,29.0,R,17,9,1,0,1,Bi-Weekly,na,0,0,2.07,1
48521,0,25.0,na,31,1,1,1,0,Bi-Weekly,Taurus,1,0,0.87,0
57262,1,24.0,na,0,0,1,1,0,Bi-Weekly,Cancer,0,0,0.0699999999999999,0
56006,0,21.0,na,0,1,1,0,0,na,Virgo,0,0,0.6,0
32055,0,39.0,R,27,10,1,1,0,Semi-Monthly,Leo,0,0,1.1,0
41074,1,26.0,na,0,2,1,0,0,Semi-Monthly,Capricorn,0,0,0.2,0
50191,1,30.0,na,0,12,1,1,0,Bi-Weekly,Taurus,0,0,1.13,0
55255,0,46.0,na,0,1,1,1,0,Bi-Weekly,Leo,1,0,0.3,0
26011,0,19.0,na,32,7,1,0,1,Monthly,Scorpio,1,0,0.63,1
31138,0,24.0,O,0,10,1,1,1,Bi-Weekly,Libra,1,1,2.1,0
42211,1,30.0,na,0,0,0,1,0,Bi-Weekly,na,0,0,0.0,0
27568,1,27.0,na,25,0,1,1,1,Weekly,na,0,0,0.1699999999999999,0
6496,1,31.0,R,0,6,1,1,0,Bi-Weekly,Scorpio,0,0,0.87,1
24124,0,24.0,na,2,0,1,0,1,Bi-Weekly,Taurus,0,0,0.03,1
50583,1,42.0,R,0,4,1,1,0,Monthly,Virgo,0,0,1.23,0
7496,0,33.0,R,8,15,1,0,0,Weekly,Gemini,0,0,1.93,0
33849,0,27.0,R,63,6,1,0,0,Bi-Weekly,Gemini,0,0,1.8,1
60350,1,52.0,na,0,0,0,1,0,Semi-Monthly,Aries,0,0,0.0,0
45249,0,27.0,na,2,2,1,1,0,Bi-Weekly,Aquarius,0,0,0.03,1
4871,1,32.0,na,0,9,1,1,1,Weekly,Cancer,0,0,1.97,0
54947,0,29.0,R,24,2,1,0,0,Weekly,na,1,0,1.27,1
20442,1,24.0,na,0,5,1,1,1,Bi-Weekly,Scorpio,0,0,0.33,0
46707,0,33.0,R,38,4,1,1,1,Semi-Monthly,Pisces,0,0,0.6900000000000001,1
67810,0,28.0,na,1,0,1,1,0,Weekly,Taurus,1,0,0.0,0
62083,0,19.0,na,0,0,1,0,1,Weekly,Leo,0,0,0.0,0
47191,1,26.0,R,0,14,1,1,0,Weekly,Pisces,0,0,1.03,0
34873,1,36.0,na,1,0,1,0,1,Monthly,Pisces,0,0,2.0,0
33207,0,19.0,na,47,5,1,1,1,na,Aries,0,0,0.87,1
55235,1,26.0,na,31,3,1,1,1,Weekly,Libra,0,0,0.53,0
55077,1,47.0,R,14,0,1,0,0,Bi-Weekly,Pisces,0,0,0.4,1
36677,0,41.0,R,60,10,1,1,0,na,na,0,0,0.37,0
8376,0,27.0,na,0,5,1,0,1,Bi-Weekly,Libra,1,0,1.77,1
12157,0,49.0,na,2,0,1,0,0,Monthly,Scorpio,0,0,0.03,0
61454,0,31.0,na,19,12,1,1,1,Bi-Weekly,Sagittarius,0,0,0.75,1
60123,1,21.0,R,3,1,1,0,1,Weekly,Libra,1,0,0.0699999999999999,0
52901,0,33.0,O,2,0,1,0,0,Bi-Weekly,Sagittarius,0,0,0.67,0
54345,0,31.0,na,0,0,1,1,1,Bi-Weekly,Libra,0,0,0.0,0
36305,1,26.0,R,0,19,1,1,0,Weekly,Aquarius,0,0,2.13,1
34069,1,19.0,na,7,2,1,1,1,Bi-Weekly,Aquarius,0,0,0.1699999999999999,1
20434,1,42.0,R,0,4,1,1,0,Semi-Monthly,Pisces,0,0,1.37,0
41710,1,27.0,R,39,9,1,1,1,Weekly,Taurus,0,0,0.7,0
25791,0,26.0,na,0,9,1,0,0,Weekly,na,0,0,1.33,0
58535,0,22.0,na,2,0,1,0,1,Weekly,Pisces,0,0,0.0,0
52094,1,29.0,na,1,0,1,0,0,na,Libra,0,0,0.03,0
66185,1,19.0,na,1,0,1,0,1,na,Virgo,0,0,0.0699999999999999,0
4294,0,28.0,na,27,1,1,1,1,Semi-Monthly,Libra,0,0,0.67,0
45619,1,23.0,R,34,2,1,0,1,Bi-Weekly,na,0,0,0.87,0
43378,0,24.0,O,0,8,1,1,1,Bi-Weekly,Aries,0,0,1.5,1
56900,0,28.0,na,0,22,1,1,0,Bi-Weekly,Scorpio,0,0,2.2,0
28924,1,25.0,O,0,15,1,0,1,Bi-Weekly,Libra,0,0,0.9,0
31010,1,28.0,na,3,0,1,1,1,Weekly,Aquarius,0,0,0.33,0
33547,0,22.0,R,19,1,1,0,1,na,Leo,0,0,0.4,1
56157,0,35.0,R,6,1,1,1,1,Monthly,Gemini,0,0,0.27,1
33398,0,30.0,R,24,3,1,1,0,na,Gemini,0,0,0.0,0
67567,0,21.0,na,0,0,0,1,0,Weekly,Pisces,0,0,0.0,0
10386,0,33.0,na,26,9,1,1,1,Bi-Weekly,Leo,1,0,0.6,0
27964,1,25.0,R,2,2,1,0,1,Bi-Weekly,Taurus,1,0,0.37,0
48772,1,53.0,R,0,3,1,1,0,na,Pisces,0,0,0.0,0
10994,1,37.0,na,5,0,1,1,0,Bi-Weekly,na,0,0,0.0699999999999999,0
59764,1,24.0,na,0,2,1,0,0,Bi-Weekly,Taurus,0,0,0.87,0
42723,1,33.0,R,91,7,1,1,0,Bi-Weekly,Taurus,1,0,0.6,1
26496,0,38.0,O,67,6,1,1,1,Bi-Weekly,Scorpio,0,0,1.73,0
10710,0,26.0,na,47,5,1,1,1,na,Aquarius,0,0,0.97,0
49906,0,34.0,na,63,4,1,0,1,Bi-Weekly,Libra,0,0,0.97,0
14160,0,27.0,na,2,0,1,1,0,Bi-Weekly,Taurus,0,0,0.22,0
9532,0,29.0,R,70,4,1,1,0,Weekly,Virgo,0,0,1.63,1
61766,1,35.0,na,0,0,1,1,0,na,Aquarius,0,0,0.0699999999999999,0
22331,1,21.0,na,0,0,1,0,1,na,Libra,0,0,0.37,0
42973,1,24.0,O,23,11,1,0,1,Weekly,Taurus,0,0,0.43,0
36721,1,30.0,O,48,1,1,1,1,Bi-Weekly,Taurus,0,0,1.77,1
530,1,28.0,R,50,12,1,0,0,Weekly,Libra,0,0,1.13,1
62362,0,29.0,na,11,0,1,0,1,na,Scorpio,0,0,0.67,1
28087,1,37.0,na,2,0,1,0,0,na,Sagittarius,0,0,0.0699999999999999,0
64904,1,27.0,na,0,0,1,1,1,Weekly,Libra,0,0,0.0,0
49750,1,31.0,R,17,4,1,0,1,Bi-Weekly,Cancer,0,0,0.33,1
22676,0,41.0,R,0,4,1,1,1,Monthly,na,0,0,2.23,1
67478,0,54.0,na,1,0,1,0,0,na,Cancer,0,0,0.5,0
22967,1,30.0,R,80,15,1,1,1,na,Sagittarius,0,0,1.23,0
27423,1,39.0,R,6,13,1,1,0,Monthly,Scorpio,0,0,0.67,1
50379,0,30.0,R,50,3,1,1,1,Weekly,Gemini,0,0,1.17,0
51030,0,26.0,O,49,5,1,0,1,Monthly,Capricorn,1,0,0.8,0
67865,1,39.0,na,0,0,0,1,0,Bi-Weekly,na,0,0,0.0,0
66943,1,39.0,na,0,0,1,1,0,Bi-Weekly,Libra,0,0,0.1,0
53092,0,30.0,R,49,4,1,1,1,Semi-Monthly,Scorpio,0,0,2.23,1
6834,0,17.0,R,87,27,1,0,1,Bi-Weekly,Virgo,0,0,1.7,1
60702,1,35.0,na,0,0,0,1,0,na,Scorpio,0,0,0.0,0
25027,0,32.0,O,54,11,1,1,0,Semi-Monthly,Aquarius,0,0,1.03,1
57651,1,25.0,na,2,0,1,0,1,Bi-Weekly,Aquarius,1,0,0.03,0
22340,0,20.0,na,0,0,1,0,1,Bi-Weekly,Pisces,0,0,0.0,0
46976,0,44.0,na,17,0,1,1,1,Semi-Monthly,Aquarius,1,0,0.53,1
65645,1,21.0,na,3,0,1,1,1,Bi-Weekly,Taurus,0,0,0.0,0
37042,1,37.0,O,47,13,1,0,0,Bi-Weekly,Capricorn,0,1,1.9,1
3480,0,26.0,R,65,12,1,1,0,Bi-Weekly,na,0,0,0.93,0
15987,1,38.0,R,0,6,1,1,0,Bi-Weekly,Scorpio,0,0,1.27,0
28447,0,25.0,R,53,12,1,0,1,Bi-Weekly,Scorpio,1,0,2.07,1
33399,0,20.0,R,26,7,1,1,1,Bi-Weekly,na,0,0,0.85,0
67312,1,22.0,na,4,0,1,1,1,Bi-Weekly,Leo,0,0,0.0699999999999999,0
68291,1,29.0,na,0,0,0,1,0,na,Libra,0,0,0.0,0
15993,1,26.0,R,0,8,1,0,1,Bi-Weekly,Scorpio,0,0,2.23,0
52648,0,40.0,na,7,0,1,1,0,Monthly,Taurus,1,0,0.0699999999999999,0
47551,0,30.0,na,17,2,1,1,0,Semi-Monthly,Virgo,0,0,0.48,0
59406,0,24.0,na,9,3,1,0,1,Semi-Monthly,Cancer,0,0,0.8,0
31778,1,32.0,R,0,0,1,1,1,na,Cancer,0,0,0.13,0
10746,0,22.0,na,0,20,1,1,1,Bi-Weekly,Virgo,0,0,1.83,0
39927,1,29.0,na,0,0,1,1,0,Bi-Weekly,Aries,0,0,0.0,0
58689,1,30.0,na,4,0,1,1,1,Bi-Weekly,na,0,0,0.13,0
5134,0,26.0,na,86,2,1,1,1,na,Sagittarius,0,0,0.9,1
60327,1,40.0,R,2,0,1,1,0,Bi-Weekly,Aquarius,0,0,0.0,0
61696,1,29.0,na,0,0,1,1,1,Bi-Weekly,Capricorn,1,0,0.1,1
930,0,26.0,na,43,22,1,0,1,na,Sagittarius,0,0,1.2,0
56784,1,43.0,na,9,3,1,0,0,Bi-Weekly,Libra,0,0,0.75,0
41418,0,42.0,O,78,4,1,1,1,Monthly,Libra,1,0,2.0,0
21828,0,27.0,na,97,4,1,0,0,Bi-Weekly,Scorpio,0,0,1.63,0
30584,0,52.0,R,8,3,1,1,1,Monthly,Leo,0,0,0.47,0
10365,0,54.0,na,8,6,1,1,0,Monthly,Cancer,1,0,1.17,0
7820,0,37.0,O,67,4,1,1,1,Semi-Monthly,Cancer,0,0,1.27,1
36419,0,34.0,R,0,10,1,0,0,na,Scorpio,0,0,0.47,0
21793,0,23.0,R,82,10,1,1,0,na,Leo,0,0,1.33,0
32292,1,27.0,na,16,20,1,0,0,Bi-Weekly,Cancer,0,0,0.5,1
24953,1,29.0,R,0,11,1,1,0,Weekly,Pisces,0,0,1.0,0
57602,1,28.0,na,0,1,1,0,1,Bi-Weekly,Leo,0,0,0.1699999999999999,0
48274,1,32.0,na,22,1,1,0,0,Semi-Monthly,Sagittarius,0,0,0.2,0
65693,0,25.0,O,3,0,1,0,0,Monthly,Sagittarius,0,0,0.03,0
23255,0,25.0,R,56,6,1,1,0,Bi-Weekly,na,0,0,1.0699999999999998,0
5332,1,33.0,R,8,5,1,1,0,na,Aries,0,0,1.9,0
22683,1,31.0,R,72,15,1,1,1,Bi-Weekly,Virgo,0,0,1.03,0
40007,1,43.0,na,3,0,1,1,0,Bi-Weekly,Capricorn,0,0,0.0,0
25393,1,23.0,na,1,0,1,0,1,Weekly,na,0,0,0.3,0
20920,0,38.0,O,8,4,1,1,1,Bi-Weekly,Leo,0,0,1.03,1
52414,0,23.0,na,2,0,1,1,0,Bi-Weekly,Scorpio,0,0,0.1,0
47713,1,19.0,na,11,1,1,1,1,na,Cancer,0,0,0.3,0
36017,1,32.0,O,8,7,1,1,1,na,Gemini,0,0,1.27,0
48700,1,30.0,O,4,1,1,0,1,Weekly,na,0,0,0.1,1
26911,0,31.0,na,0,2,1,1,0,na,Aquarius,0,0,1.77,0
5441,0,35.0,R,19,25,1,1,0,Bi-Weekly,na,0,0,1.87,1
3662,0,23.0,R,12,0,1,0,1,Bi-Weekly,Libra,0,0,0.23,1
33900,0,34.0,na,0,4,1,1,1,Bi-Weekly,Virgo,0,0,1.63,0
3483,1,26.0,na,20,1,1,1,1,Bi-Weekly,Pisces,0,0,0.33,0
41325,1,39.0,O,0,5,1,0,0,na,Aquarius,0,0,0.87,1
28435,1,34.0,R,0,2,1,0,0,Bi-Weekly,Pisces,0,0,0.87,0
52474,1,29.0,na,0,0,1,0,0,Weekly,Gemini,0,0,0.0699999999999999,0
45736,1,25.0,R,0,6,1,1,1,Bi-Weekly,Scorpio,0,0,2.3,0
18038,1,20.0,na,0,3,1,0,1,Monthly,Virgo,0,0,1.0699999999999998,0
9139,1,39.0,na,0,10,1,0,1,Bi-Weekly,Leo,0,0,0.27,0
14883,0,32.0,na,61,2,1,0,0,Bi-Weekly,Pisces,0,0,1.2,0
45666,0,39.0,R,29,6,1,1,0,Bi-Weekly,Taurus,0,0,0.96,0
24724,1,43.0,O,0,17,1,0,1,Bi-Weekly,Gemini,0,0,1.03,0
23429,1,35.0,na,27,3,1,1,0,na,na,0,0,0.5700000000000001,0
8191,1,25.0,O,0,11,1,1,1,Bi-Weekly,Sagittarius,1,0,1.77,0
25325,0,33.0,R,8,21,1,1,1,Bi-Weekly,Capricorn,0,0,0.0,0
49677,1,47.0,na,0,1,1,1,0,Weekly,Virgo,0,0,0.27,0
59141,1,20.0,na,0,0,1,0,1,Bi-Weekly,Pisces,0,0,0.0,0
37512,1,28.0,O,52,25,1,1,1,Weekly,Taurus,1,0,0.43,1
12988,1,42.0,R,42,4,1,1,1,Bi-Weekly,na,0,0,1.63,1
54147,1,25.0,na,0,4,1,1,1,na,Aquarius,0,0,0.5700000000000001,0
49693,0,50.0,na,3,3,1,1,0,Bi-Weekly,na,0,0,0.1,1
63413,1,33.0,na,0,0,0,1,0,Bi-Weekly,Gemini,0,0,0.0,0
57258,1,27.0,O,15,9,1,0,1,Semi-Monthly,Pisces,0,0,0.8,0
21005,0,26.0,R,77,4,1,0,1,na,Virgo,0,0,1.47,0
60007,1,30.0,R,0,0,0,1,0,na,Virgo,0,0,0.0,0
62071,1,25.0,na,0,0,1,1,0,Bi-Weekly,Leo,1,0,0.0,0
46750,1,47.0,na,0,3,1,1,1,Bi-Weekly,Scorpio,0,0,0.3,0
15601,1,25.0,O,61,20,1,0,1,na,Virgo,1,0,0.8,0
18290,0,37.0,R,8,4,1,1,0,Bi-Weekly,Leo,1,0,2.23,1
21783,0,30.0,O,4,5,1,1,1,Bi-Weekly,Cancer,1,0,0.0699999999999999,0
24223,0,31.0,na,10,2,1,0,1,Bi-Weekly,Sagittarius,0,0,0.7,1
61495,1,22.0,na,2,0,1,0,1,Bi-Weekly,Aries,0,0,0.0,0
59936,0,24.0,na,1,0,1,1,1,na,Leo,0,0,0.0,0
17478,0,27.0,R,73,17,1,1,0,Weekly,Capricorn,0,0,1.33,0
7959,1,22.0,R,0,21,1,1,1,Monthly,Libra,0,0,2.23,0
21189,0,20.0,R,72,18,1,1,1,Bi-Weekly,Aries,0,0,1.03,1
37492,0,38.0,na,0,0,0,1,0,Monthly,Cancer,0,0,0.0,0
67601,0,30.0,na,2,0,1,0,1,Monthly,Cancer,0,0,0.5,0
45671,0,43.0,na,7,3,1,0,0,na,Cancer,0,0,0.03,1
9235,1,36.0,R,0,6,1,1,1,na,Aries,0,0,1.37,0
38977,0,46.0,na,7,9,1,0,1,Bi-Weekly,Cancer,0,0,0.2,0
28732,0,30.0,na,16,1,1,0,0,Bi-Weekly,na,1,0,0.43,0
20896,1,27.0,na,8,2,1,1,1,Semi-Monthly,Gemini,0,0,1.0,0
15935,0,25.0,na,8,4,1,1,0,Bi-Weekly,Pisces,0,0,1.97,0
5229,0,22.0,na,98,4,1,0,1,Bi-Weekly,Leo,0,0,1.63,1
27226,1,27.0,na,0,3,1,0,1,Bi-Weekly,Taurus,0,0,0.67,0
65121,0,42.0,na,0,0,0,1,0,Bi-Weekly,Aries,0,0,0.0,0
34765,0,22.0,R,0,6,1,1,1,Bi-Weekly,Virgo,0,0,1.2,1
40594,0,42.0,R,29,4,1,1,0,na,Libra,0,0,0.9,1
27977,0,29.0,na,5,0,1,1,1,Bi-Weekly,Virgo,0,0,0.5,0
40210,1,22.0,R,55,14,1,1,1,na,Virgo,0,0,0.37,1
6766,1,36.0,na,0,0,1,0,0,Semi-Monthly,Cancer,0,0,0.4,0
43300,1,43.0,R,0,15,1,0,1,Semi-Monthly,Cancer,0,0,1.4,0
42265,0,18.0,R,14,2,1,0,1,Bi-Weekly,Gemini,1,0,0.6,1
42902,0,37.0,na,18,6,1,1,0,Bi-Weekly,Gemini,1,0,0.53,1
32582,0,31.0,R,9,10,1,0,1,Bi-Weekly,Leo,0,0,0.67,0
17731,1,24.0,na,0,3,1,0,1,Weekly,Aries,1,0,0.5700000000000001,0
67245,1,31.0,na,0,0,0,1,0,Semi-Monthly,Sagittarius,0,0,0.0,0
19186,0,40.0,na,96,2,1,1,1,Bi-Weekly,Scorpio,0,0,2.23,0
2501,1,35.0,R,32,8,1,0,0,na,Gemini,0,0,0.53,1
15871,0,25.0,R,66,13,1,0,1,Weekly,Virgo,0,0,1.47,0
40168,0,38.0,O,17,1,1,1,1,Bi-Weekly,Gemini,0,0,0.3,1
53911,0,33.0,na,41,3,1,1,0,Bi-Weekly,Scorpio,0,0,0.93,0
24976,0,27.0,R,87,9,1,1,1,Bi-Weekly,Aries,0,0,1.6,0
17263,0,26.0,na,0,0,1,0,1,Weekly,Scorpio,0,0,0.1,0
24635,0,25.0,R,11,1,1,0,0,Weekly,Leo,0,0,0.35,1
15501,1,24.0,na,0,1,1,0,0,Bi-Weekly,Cancer,0,1,0.53,0
29178,1,41.0,R,0,7,1,0,0,Bi-Weekly,Aquarius,0,0,0.5700000000000001,0
32023,0,28.0,R,0,5,1,0,1,Bi-Weekly,Taurus,0,0,2.1,0
64973,1,30.0,na,0,3,1,1,1,Semi-Monthly,Aries,1,0,0.13,1
14768,1,40.0,R,29,6,1,1,1,na,Taurus,0,0,0.8,1
65409,1,25.0,na,0,0,1,1,1,Semi-Monthly,Taurus,0,0,0.0,0
53981,1,47.0,na,25,0,1,1,0,Weekly,Sagittarius,1,0,0.53,0
32510,1,23.0,na,0,0,1,0,1,Bi-Weekly,Virgo,0,0,0.0699999999999999,0
62601,0,33.0,na,0,0,0,1,0,na,Cancer,0,0,0.0,0
46048,1,26.0,na,0,0,1,0,0,Bi-Weekly,na,0,0,0.77,0
10068,1,32.0,na,2,1,1,1,1,Bi-Weekly,Aquarius,0,0,0.53,0
56040,0,26.0,R,68,10,1,0,1,na,Cancer,0,0,1.23,1
11084,0,37.0,R,0,7,1,1,1,na,Scorpio,0,0,0.8,0
68465,1,25.0,na,0,0,1,0,1,Bi-Weekly,Gemini,0,0,0.0,0
54824,1,25.0,na,15,2,1,0,1,Bi-Weekly,Cancer,1,0,0.1699999999999999,0
486,1,51.0,R,65,17,1,1,0,Monthly,Taurus,0,0,0.9,1
7224,0,27.0,R,0,11,1,1,0,Weekly,Aries,1,0,1.73,0
54362,0,24.0,R,60,21,1,1,0,Weekly,Aries,1,0,0.87,1
40247,1,28.0,R,55,14,1,1,1,Weekly,Sagittarius,0,0,1.3,0
36865,0,30.0,R,67,7,1,1,1,Semi-Monthly,Aries,1,0,1.4,1
68881,1,49.0,R,1,0,1,1,0,Bi-Weekly,Scorpio,0,0,0.0,0
52026,0,32.0,R,13,0,1,0,0,Bi-Weekly,Taurus,0,0,0.6,0
57656,1,26.0,na,0,10,1,0,1,Bi-Weekly,Taurus,0,0,1.77,0
67243,1,23.0,na,0,0,0,1,0,Weekly,Cancer,1,0,0.0,0
16256,0,25.0,R,0,4,1,1,1,Bi-Weekly,Gemini,0,0,2.37,0
36982,0,30.0,R,0,27,1,1,1,Bi-Weekly,Taurus,1,0,2.17,0
61386,0,30.0,na,2,0,1,0,1,Bi-Weekly,Taurus,0,0,0.0699999999999999,0
9649,0,40.0,O,102,5,1,0,0,Weekly,Gemini,0,1,1.87,0
49642,0,24.0,R,91,18,1,1,1,Bi-Weekly,Gemini,0,0,0.8,1
32428,0,29.0,R,99,20,1,1,1,Monthly,Sagittarius,1,0,1.6,1
1284,1,39.0,R,0,4,1,1,0,Weekly,Libra,0,1,2.17,0
17803,1,27.0,na,6,0,1,0,1,Weekly,Leo,0,0,0.13,0
20760,1,32.0,na,0,4,1,0,1,Weekly,Gemini,0,0,0.93,0
47375,1,23.0,R,6,4,1,0,0,Bi-Weekly,Virgo,0,0,0.0699999999999999,0
46401,0,38.0,O,60,18,1,1,0,Monthly,Libra,0,0,0.8,1
10149,0,44.0,na,49,17,1,1,1,Bi-Weekly,Sagittarius,0,0,2.23,0
56857,1,30.0,O,0,13,1,1,0,Bi-Weekly,Pisces,0,0,0.43,1
60189,0,40.0,na,52,20,1,1,0,na,Libra,0,0,1.0,1
11128,0,25.0,R,0,8,1,0,1,Bi-Weekly,Libra,0,0,2.2,0
55493,0,27.0,R,37,11,1,1,1,Bi-Weekly,Libra,1,0,0.61,0
55418,1,29.0,R,11,1,1,1,1,Bi-Weekly,na,0,0,0.13,0
51129,0,27.0,R,29,2,1,1,1,Semi-Monthly,Taurus,0,0,0.73,0
25679,1,30.0,R,0,13,1,1,0,Bi-Weekly,Cancer,0,0,1.87,0
60347,1,29.0,na,0,0,0,1,0,Weekly,Libra,1,0,0.0,0
27833,0,42.0,na,0,15,1,1,0,Semi-Monthly,Pisces,0,0,1.9,0
20102,0,35.0,na,35,3,1,1,0,na,Leo,0,0,1.0699999999999998,0
4258,0,36.0,R,0,10,1,1,0,Bi-Weekly,Cancer,0,0,2.2,1
13246,1,34.0,R,30,17,1,1,0,Monthly,Cancer,1,0,1.89,1
